state,city,station,latitude,longitude,CO,NH3,NO2,OZONE,PM10,PM2.5,SO2,aqi_category,aqi_label
Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",22.1910172,83.5197009,77.0,5.0,23.0,87.0,105.0,73.0,12.0,2,Moderate
Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",21.258815,81.578979,40.0,5.0,30.0,5.0,80.0,60.0,10.0,1,Satisfactory
Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",21.237755,81.705301,30.0,2.0,17.0,13.0,55.0,58.0,8.0,1,Satisfactory
Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",21.371751,81.664929,15.0,2.0,26.0,5.0,108.0,74.0,43.0,2,Moderate
Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",22.06631475,83.33820077,96.0,1.0,23.0,17.0,252.0,242.0,13.0,4,Very Poor
Delhi,Delhi,"Alipur, Delhi - DPCC",28.815329,77.15301,23.0,14.0,38.0,11.0,173.0,152.0,12.0,4,Very Poor
Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.647622,77.315809,124.0,2.0,23.0,10.0,260.0,228.0,39.0,4,Very Poor
Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",28.695381,77.181665,40.0,7.0,60.0,24.0,175.0,159.0,25.0,4,Very Poor
Delhi,Delhi,"Aya Nagar, Delhi - IMD",28.4706914,77.1099364,35.0,5.0,41.0,16.0,187.0,120.0,12.0,3,Poor
Delhi,Delhi,"Bawana, Delhi - DPCC",28.7762,77.051074,33.0,5.0,30.0,16.0,199.0,183.0,14.0,4,Very Poor
Delhi,Delhi,"Burari Crossing, Delhi - IMD",28.7256504,77.2011573,21.0,5.0,75.0,36.0,133.0,127.0,12.0,4,Very Poor
Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",28.5512005,77.2735737,74.0,5.0,64.0,17.0,168.0,134.0,12.0,4,Very Poor
Delhi,Delhi,"Cantonment Area, Delhi - DPCC ",28.594169,77.1251,132.0,2.0,74.0,10.0,149.0,38.0,58.0,1,Satisfactory
Delhi,Delhi,"Chandni Chowk, Delhi - IITM",28.656756,77.227234,111.0,14.0,105.0,29.0,244.0,194.0,18.0,4,Very Poor
Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC",28.615828,77.271992,96.0,17.0,57.0,12.0,176.0,158.0,58.0,4,Very Poor
Delhi,Delhi,"DTU, Delhi - CPCB",28.7500499,77.1112615,33.0,5.0,58.0,31.0,102.0,136.0,33.0,4,Very Poor
Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",28.498571,77.26484,46.0,6.0,56.0,23.0,206.0,149.0,20.0,4,Very Poor
Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",28.5710274,77.0719006,50.0,20.0,83.0,33.0,196.0,139.0,31.0,4,Very Poor
Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",28.5627763,77.1180053,55.0,5.0,26.0,12.0,156.0,82.0,12.0,2,Moderate
Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",28.493624,77.201159,117.0,5.0,1.0,9.0,193.0,166.0,61.0,4,Very Poor
Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",28.6811736,77.3025234,40.0,9.0,81.0,13.0,118.0,157.0,14.0,4,Very Poor
Delhi,Delhi,"IIT Delhi, Delhi - IITM",28.54246,77.191651,57.0,5.0,42.0,16.0,157.0,104.0,12.0,3,Poor
Delhi,Delhi,"ITO, Delhi - CPCB",28.628624,77.24106,37.0,4.0,59.0,30.0,101.0,120.0,30.0,3,Poor
Delhi,Delhi,"JNU, Delhi - DPCC",28.540721,77.168544,122.0,4.0,36.0,5.0,152.0,116.0,18.0,3,Poor
Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",28.73282,77.170633,42.0,15.0,68.0,15.0,168.0,165.0,50.0,4,Very Poor
Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",28.58028,77.233829,47.0,10.0,65.0,29.0,171.0,114.0,20.0,3,Poor
Delhi,Delhi,"Lodhi Road, Delhi - IMD",28.5918245,77.2273074,54.0,5.0,29.0,38.0,157.0,105.0,12.0,3,Poor
Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",28.611281,77.237738,29.0,15.0,88.0,20.0,159.0,92.0,34.0,3,Poor
Delhi,Delhi,"Mandir Marg, Delhi - DPCC",28.636429,77.201067,68.0,8.0,60.0,36.0,150.0,248.0,30.0,4,Very Poor
Delhi,Delhi,"Mundka, Delhi - DPCC",28.684678,77.076574,66.0,7.0,105.0,7.0,266.0,167.0,16.0,4,Very Poor
Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",28.60909,77.0325413,64.0,7.0,157.0,17.0,214.0,91.0,14.0,3,Poor
Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC",28.594004,76.909423,116.0,15.0,48.0,34.0,144.0,141.0,82.0,4,Very Poor
Delhi,Delhi,"Narela, Delhi - DPCC",28.822836,77.101981,35.0,6.0,34.0,18.0,204.0,179.0,18.0,4,Very Poor
Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,96.0,23.0,60.0,35.0,181.0,154.0,23.0,4,Very Poor
Delhi,Delhi,"New Moti Bagh, Delhi - MHUA",28.57834,77.184,46.0,5.0,9.0,20.0,105.0,162.0,12.0,4,Very Poor
Delhi,Delhi,"North Campus, DU, Delhi - IMD",28.6573814,77.1585447,68.0,5.0,101.0,19.0,146.0,121.0,12.0,4,Very Poor
Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",28.530785,77.271255,41.0,10.0,78.0,22.0,213.0,145.0,19.0,4,Very Poor
Delhi,Delhi,"Patparganj, Delhi - DPCC",28.623763,77.287209,70.0,8.0,68.0,27.0,185.0,151.0,26.0,4,Very Poor
Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",28.674045,77.131023,45.0,6.0,45.0,22.0,165.0,150.0,54.0,4,Very Poor
Delhi,Delhi,"Pusa, Delhi - DPCC",28.639652,77.146275,52.0,19.0,80.0,33.0,167.0,120.0,17.0,3,Poor
Delhi,Delhi,"Pusa, Delhi - IMD",28.63611,77.173332,94.0,5.0,132.0,70.0,157.0,110.0,12.0,3,Poor
Delhi,Delhi,"R K Puram, Delhi - DPCC",28.563262,77.186937,48.0,7.0,63.0,27.0,191.0,171.0,16.0,4,Very Poor
Delhi,Delhi,"Rohini, Delhi - DPCC",28.732528,77.11992,29.0,10.0,35.0,10.0,187.0,160.0,12.0,4,Very Poor
Delhi,Delhi,"Shadipur, Delhi - CPCB",28.6514781,77.1473105,36.0,12.0,61.0,18.0,217.0,258.0,15.0,5,Severe
Delhi,Delhi,"Sirifort, Delhi - CPCB",28.5504249,77.2159377,61.0,15.0,37.0,18.0,200.0,154.0,34.0,4,Very Poor
Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",28.710508,77.249485,72.0,6.0,38.0,24.0,153.0,146.0,41.0,4,Very Poor
Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",28.531346,77.190156,38.0,5.0,38.0,12.0,142.0,124.0,10.0,4,Very Poor
Delhi,Delhi,"Talkatora Garden, Delhi - DPCC",28.62181,77.1944633,108.0,6.0,22.0,2.0,136.0,127.0,92.0,4,Very Poor
Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",28.672342,77.31526,54.0,6.0,56.0,20.0,195.0,190.0,17.0,4,Very Poor
Delhi,Delhi,"Wazirpur, Delhi - DPCC",28.699793,77.165453,66.0,12.0,84.0,31.0,207.0,163.0,12.0,4,Very Poor
Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",23.107969,72.574648,52.0,6.0,18.0,15.0,188.0,82.0,8.0,2,Moderate
Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",22.977134,72.553024,74.0,6.0,80.0,2.0,241.0,181.0,87.0,4,Very Poor
Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912,43.0,5.0,88.0,65.0,110.0,92.0,46.0,3,Poor
Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",23.020509,72.579261,24.0,16.0,36.0,12.0,243.0,141.0,28.0,4,Very Poor
Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",23.041137,72.456691,20.0,6.0,19.0,11.0,146.0,207.0,12.0,4,Very Poor
Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",23.023389,72.515201,44.0,4.0,5.0,20.0,159.0,219.0,19.0,4,Very Poor
Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",23.076793,72.627874,32.0,5.0,39.0,18.0,161.0,82.0,26.0,2,Moderate
Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",21.613267,73.010555,64.0,9.0,20.0,13.0,137.0,95.0,33.0,3,Poor
Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro",21.755417,72.139056,53.0,3.0,51.0,6.0,128.0,36.0,30.0,1,Satisfactory
Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",23.163798,72.677768,51.0,6.0,26.0,20.0,196.0,67.0,20.0,2,Moderate
Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",23.243639,72.68994,29.0,6.0,13.0,5.0,161.0,81.0,8.0,2,Moderate
Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",23.221714,72.654328,44.0,3.0,27.0,7.0,160.0,163.0,20.0,4,Very Poor
Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",23.59315,72.372792,104.0,6.0,46.0,10.0,62.0,56.0,8.0,1,Satisfactory
Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",22.410802,73.097923,33.0,5.0,49.0,20.0,225.0,269.0,17.0,5,Severe
Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ",22.248853,70.776774,40.0,4.0,14.0,6.0,76.0,35.0,11.0,1,Satisfactory
Gujarat,Surat,"Katargam, Surat - Nexteng Enviro",21.217779,72.834787,46.0,4.0,24.0,9.0,100.0,78.0,9.0,2,Moderate
Gujarat,Surat,"Science Center, Surat - SMC",21.170046,72.795405,78.0,5.0,18.0,20.0,175.0,122.0,26.0,4,Very Poor
Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",22.320153,73.216285,58.0,3.0,26.0,3.0,91.0,64.0,21.0,2,Moderate
Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",20.362421,72.918013,33.0,4.0,14.0,5.0,74.0,60.0,16.0,1,Satisfactory
Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",22.969611,72.6435,28.0,7.0,101.0,37.0,123.0,133.0,40.0,4,Very Poor
Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",30.379589,76.778328,24.0,8.0,10.0,16.0,153.0,237.0,23.0,4,Very Poor
Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",28.3419248,77.319699,57.0,3.0,20.0,6.0,228.0,106.0,5.0,3,Poor
Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",28.806223,76.141105,20.0,3.0,8.0,9.0,67.0,85.0,5.0,2,Moderate
Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",28.593883,76.270653,12.0,6.0,16.0,14.0,96.0,99.0,10.0,3,Poor
Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",28.2068,76.7997,28.0,21.0,41.0,15.0,114.0,161.0,5.0,4,Very Poor
Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",28.39072,77.30059,11.0,11.0,25.0,28.0,133.0,191.0,8.0,4,Very Poor
Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",28.376058,77.315741,41.0,10.0,31.0,15.0,275.0,280.0,3.0,5,Severe
Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",28.4417,77.3217,63.0,11.0,38.0,10.0,116.0,112.0,4.0,3,Poor
Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",29.503664,75.467934,29.0,14.0,19.0,79.0,49.0,38.0,11.0,1,Satisfactory
Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",28.422681,77.148944,45.0,5.0,31.0,14.0,171.0,152.0,12.0,4,Very Poor
Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",28.4227,77.0667,41.0,9.0,6.0,21.0,207.0,291.0,6.0,5,Severe
Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",28.4501238,77.0263051,97.0,5.0,26.0,17.0,148.0,249.0,5.0,4,Very Poor
Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",29.14056,75.744941,21.0,11.0,26.0,79.0,96.0,24.0,9.0,0,Good
Haryana,Jind,"Police Lines, Jind - HSPCB",29.307814,76.337619,15.0,5.0,34.0,26.0,70.0,84.0,1.0,2,Moderate
Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",29.8006,76.4155,19.0,6.0,31.0,14.0,88.0,73.0,44.0,2,Moderate
Haryana,Karnal,"Sector-12, Karnal - HSPCB",29.6953,77.0027,11.0,6.0,6.0,40.0,83.0,102.0,5.0,3,Poor
Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",29.966942,76.875879,25.0,6.0,4.0,30.0,123.0,102.0,13.0,3,Poor
Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB",27.9002,76.9938,70.0,5.0,23.0,26.0,105.0,73.0,12.0,2,Moderate
Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",28.360699,76.93609,26.0,9.0,37.0,23.0,162.0,222.0,7.0,4,Very Poor
Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",28.060249,76.113115,32.0,13.0,49.0,8.0,51.0,57.0,6.0,1,Satisfactory
Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",28.1485564,77.3320667,34.0,9.0,24.0,8.0,65.0,56.0,14.0,1,Satisfactory
Haryana,Panchgaon,"Amity University, Panchgaon - IITM",28.3153,76.9143,40.0,2.0,20.0,26.0,90.0,124.0,10.0,4,Very Poor
Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",30.7057778,76.8531805555555,48.0,5.0,24.0,32.0,105.0,31.0,14.0,1,Satisfactory
Haryana,Panipat,"Sector-18, Panipat - HSPCB",29.432304,76.972765,48.0,2.0,31.0,30.0,124.0,58.0,11.0,1,Satisfactory
Haryana,Rohtak,"MD University, Rohtak - HSPCB",28.52123,76.37138,34.0,5.0,12.0,39.0,78.0,102.0,12.0,3,Poor
Haryana,Sirsa,"F-Block, Sirsa - HSPCB",29.5364,75.0158,54.0,14.0,22.0,74.0,124.0,79.0,12.0,2,Moderate
Haryana,Sonipat,"Murthal, Sonipat - HSPCB",29.0272,77.0621,13.0,11.0,12.0,26.0,85.0,136.0,9.0,4,Very Poor
Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",30.1480566,77.2893471,42.0,4.0,16.0,20.0,144.0,182.0,12.0,4,Very Poor
